,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.treatment,player.martingale,player.consent,player.knowledge,player.cq1,player.cq2,player.cq4,player.cq5,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1236,577,tnuwul6k,5ff17f71b9b6090e4fa1841c,0,23,23,post_experimental,FinalForProlific,2023-04-12 18:16:47.356944+00:00,1,,,161.0,577,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
1237,578,ybda8j8o,6154a88b71a7f4347658b0f7,0,23,23,post_experimental,FinalForProlific,2023-04-12 19:00:27.549761+00:00,1,,,225.0,578,,0.0,s1,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,vvlpwazd,,,,,0
2684,1,9ph1p4li,5a8c4fcb8fe2dc0001063a62,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:30:59.227104+00:00,1,,,134.0,1,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2685,2,w4wtmpqa,5c26ddc670d93a000120db8f,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:32:24.922695+00:00,1,,,171.0,2,,0.0,s1,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2686,3,sxblm71c,60dceeaa19d94b7d2651c389,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:32:44.699116+00:00,1,,,217.0,3,,0.0,s2,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2687,4,3d56h9sa,5c48568e8bb610000160d20d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:33:56.811975+00:00,1,,,231.0,4,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2688,5,vyp3lf7p,607d81b8f1743b52d56bf66e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:34:24.205968+00:00,1,,,240.0,5,,0.0,s3,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2689,6,10cfooir,598c4b28cceb0f0001b39675,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:35:57.458615+00:00,1,,,230.0,6,,0.0,s4,1.0,1.0,7.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2690,7,gyrrdfqq,63d1579ea9d9d2556d7a44d9,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:37:07.495549+00:00,1,,,220.0,7,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2691,8,u5k2yr1l,59cb9a7559b379000115130c,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:37:08.696164+00:00,1,,,141.0,8,,0.0,s1,0.0,1.0,9.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2692,9,nqnd19ug,5e9035678ed06f334edc83f8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:38:00.647712+00:00,1,,,188.0,9,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2693,10,rs84251k,5bdc1c289ab26e0001a46b96,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:38:06.739225+00:00,1,,,139.0,10,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2694,11,2fgcsbk0,5bfdd2bc11e618000158834f,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:38:21.110532+00:00,1,,,61.0,11,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2695,12,qjwcljrj,5cc8460597eba7001990ead8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:38:50.315505+00:00,1,,,244.0,12,,0.0,s4,1.0,1.0,8.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2696,13,6w42mhkj,5ae09751e0feeb0001caf94d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:39:16.687438+00:00,1,,,177.0,13,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2698,15,m7aoec9g,60feca537ed1de34c8ddbbab,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:41:10.713163+00:00,1,,,220.0,15,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2699,16,j587hvn4,60d5c5dfe11db26509b96509,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:41:12.759888+00:00,1,,,207.0,16,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2700,17,6tz2g1ru,56e9c7ac0a5579000d8f7dd4,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:41:16.427729+00:00,1,,,165.0,17,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2701,18,z00p7ho0,5ca627de976e9f0014674a69,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:41:36.044865+00:00,1,,,170.0,18,,0.0,s4,1.0,1.0,3.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2702,19,i2amw9ek,5ed5742f3d96410f9b7e0c16,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:41:44.633934+00:00,1,,,153.0,19,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2703,20,kb7fono6,5e394c6546d3c11570e9f25d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:10.172952+00:00,1,,,151.0,20,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2704,21,ybzvub41,62c466699cdb5960ca6daf9e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:11.846726+00:00,1,,,110.0,21,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2705,22,dn37bew2,5c50ee939c016f0001f53904,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:26.049308+00:00,1,,,74.0,22,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2706,23,9xxnyucm,607d91eab8be13e8c81257aa,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:38.833843+00:00,1,,,202.0,23,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2707,24,khdukolm,5e7f5cf737976e000850a4bb,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:45.453515+00:00,1,,,201.0,24,,0.0,s4,1.0,1.0,8.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2708,25,ciwv28ze,5e0791aaf87bca10992b82b2,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:42:51.649806+00:00,1,,,161.0,25,,0.0,s1,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2710,27,4gn9bb4x,5efb262d0aa24103410a97e2,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:07.259279+00:00,1,,,190.0,27,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2711,28,affhk7da,627b97cdaf4e88ce8e93cd83,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:21.431618+00:00,1,,,236.0,28,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2712,29,ih73owh5,601d6d021ffd110cb4c14fcb,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:25.397538+00:00,1,,,152.0,29,,0.0,s3,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2714,31,fiyoqwff,5d02ceaaa0fcd500183ea67e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:26.184411+00:00,1,,,98.0,31,,0.0,s1,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2715,32,b2b8iy25,601efae0b13fd84089e2877d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:26.612457+00:00,1,,,219.0,32,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2717,34,of29rfjf,5b2e41eb1d2f710001fb32db,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:35.436641+00:00,1,,,266.0,34,,0.0,s2,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2718,35,7yszzoye,5f26d00374d76d00087c2b01,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:40.453849+00:00,1,,,209.0,35,,0.0,s3,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2719,36,jg7czdnq,613a17d09543544b274cf107,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:46.783306+00:00,1,,,235.0,36,,0.0,s4,1.0,1.0,2.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2720,37,wxfgqkua,5f6ba6c02e4b9c0f364b990e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:48.776212+00:00,1,,,196.0,37,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2721,38,scxqjinc,634689ffbc01887b6007d6b4,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:43:55.808259+00:00,1,,,116.0,38,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2722,39,gyzt4un6,59f873de07e3780001ccd6e4,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:01.566166+00:00,1,,,185.0,39,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2725,42,61ult9ip,5dc1719878cda00c6dcf5c1e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:18.457682+00:00,1,,,174.0,42,,0.0,s4,1.0,1.0,7.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2726,43,9vxejrsa,63bee8f05adfd7896582f5f8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:25.611131+00:00,1,,,241.0,43,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2727,44,hvg56h8n,5cdffda79ab6de001afabd77,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:32.175477+00:00,1,,,227.0,44,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2728,45,vy0rzzf2,5650c6709076880012ea78b8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:32.783971+00:00,1,,,170.0,45,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2729,46,kc1qhbm5,5c98c51774cc7f0001e67c8c,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:35.419964+00:00,1,,,145.0,46,,0.0,s2,0.0,1.0,9.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2730,47,uzeq57ga,5c28d36b6fbaed00010847a8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:41.462226+00:00,1,,,257.0,47,,0.0,s3,0.0,1.0,10.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2731,48,79850ve7,60fed81a020a69e3bbb6017d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:41.696161+00:00,1,,,179.0,48,,0.0,s4,1.0,1.0,6.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2733,50,5h2zemhq,63874f631a1cdae0188d4e7a,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:48.959005+00:00,1,,,101.0,50,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2734,51,bs1vkwjz,5e36a3acd119d66316c22bc5,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:53.022168+00:00,1,,,238.0,51,,0.0,s2,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2735,52,s9p02vh7,63e7361f3d0bd7018850170e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:44:56.629604+00:00,1,,,206.0,52,,0.0,s2,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2736,53,klsfkcve,5f54d772f5bba984fdf8676e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:01.178856+00:00,1,,,182.0,53,,0.0,s3,0.0,1.0,8.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2737,54,q835gg1p,6296236a4965e587cc0d70a8,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:08.138506+00:00,1,,,198.0,54,,0.0,s4,1.0,1.0,4.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2738,55,4n6vdqb0,63ed2bdfb03e59da6dc3f849,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:12.287022+00:00,1,,,60.0,55,,0.0,s1,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2739,56,nymxk6oo,641069a70d2f97b47d1653f0,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:12.165546+00:00,1,,,150.0,56,,0.0,s1,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2740,57,ie9xdk60,60bb404e01d599dfb1c3d71c,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:13.043657+00:00,1,,,223.0,57,,0.0,s2,0.0,1.0,1.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2741,58,not7cymr,5a8a8de6000dab00018cc170,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:14.394086+00:00,1,,,158.0,58,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2743,60,zffmivvm,5d1c92bc5f54410001ef8f0c,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:20.222938+00:00,1,,,266.0,60,,0.0,s4,1.0,1.0,4.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2744,61,mmb84885,5c575a94a1c68a00018fd213,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:22.143091+00:00,1,,,213.0,61,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2745,62,3nquj08m,63d7a995b85a722d538590e4,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:31.919961+00:00,1,,,193.0,62,,0.0,s1,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2746,63,rdeb4vr0,5fdaa8a67fa7c7779611d165,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:36.086691+00:00,1,,,181.0,63,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2747,64,aatoorta,605cb98d737d1428130fbf72,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:49.845577+00:00,1,,,180.0,64,,0.0,s2,0.0,1.0,7.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2748,65,r0lk02u0,5ea8302624b24c06c7e25903,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:50.764701+00:00,1,,,159.0,65,,0.0,s3,0.0,1.0,3.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2749,66,s8o8kyfw,63f77cac11a2ddb8e7276c44,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:56.104794+00:00,1,,,194.0,66,,0.0,s4,1.0,1.0,5.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2750,67,a4k3filt,5c7ed8dfe82bf100010fb514,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:45:56.342034+00:00,1,,,40.0,67,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2751,68,ok3swa17,5bf541ac3a426e00019e348e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:46:00.830741+00:00,1,,,224.0,68,,0.0,s1,0.0,1.0,5.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2752,69,todx7qo5,60f9afacba75a9256470da60,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:46:02.848480+00:00,1,,,210.0,69,,0.0,s2,0.0,1.0,6.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2753,70,o2fjbqep,6384d1c6dfbd848ebaab1142,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:46:04.229334+00:00,1,,,158.0,70,,0.0,s2,0.0,1.0,4.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2754,71,aazk67o3,63289e2301cc4b040882cd2d,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:46:10.816714+00:00,1,,,177.0,71,,0.0,s3,0.0,1.0,2.0,The stock price is likelier to go up again,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
2755,72,wqgq2tb3,5b82be353c1375000199766e,0,23,23,post_experimental,FinalForProlific,2023-04-12 14:46:16.000498+00:00,1,,,132.0,72,,0.0,s4,1.0,1.0,4.0,The stock price is equally likely to go up or down,"You can purchase it, but any negative cash balance is subtracted from your final earnings",Your payoff in a randomly selected round and your correct answers in the post-experimental quiz,If your position in the stock changes between two consecutive price updates,1,1,uw95ivu5,,,,,0
