,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
384,472,wy0v8uu8,611d7da2640a2e31818c3e18,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:12:24.418401+00:00,1,,,229.0,472,,4.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Female,27.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,Seeing how people trade.,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 225}",1,1,vvlpwazd,,,,,0,12.25
385,474,6m42mvsb,5c0fcccc1f6f150001487111,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:12:39.875331+00:00,1,,,135.0,474,,5.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,59.0,US,high-school graduate,Finance,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,I have no idea.,None.,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,7.75
386,475,dppud5cg,55b1add5fdf99b6731f04c5a,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:12:46.115098+00:00,1,,,83.0,475,,8.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0,Female,43.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,No idea,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 75}",1,1,vvlpwazd,,,,,0,5.75
387,476,jfgnw7ut,5d3df9b23bf3780015abf56f,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:12:54.717741+00:00,1,,,176.0,476,,6.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,2.0,Female,27.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,To determine if knowledge/experience in this financial sector contributes to success within the stock experiment.,"After the first experiment, it did not immediately proceed to the next page. I waited for a minute, then refreshed the browser, at which time the 2nd experiment finally loaded. Otherwise, no difficulties or technical issues.","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,10.0
388,477,4dbgn7wq,6144f7e2bf25aad25ae610a1,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:09.575114+00:00,1,,,211.0,477,,6.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,3.0,,,Female,58.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,see how people trade,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,11.75
389,478,8qk47b1u,615880a66bc32302998866d9,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:32.040808+00:00,1,,,222.0,478,,12.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Female,56.0,US,PhD,Other,0.0,1.0,0.0,0.0,Less than once a month,Weekly,Stocks,Do not know,To see what investment strategies are employed based on trends.,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0,13.5
390,479,05sh2kt3,60c119b30aa5205b493541b6,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:31.528296+00:00,1,,,207.0,479,,12.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,3.0,Male,70.0,US,undergraduate: 4th year,Finance,0.0,1.0,1.0,1.0,Monthly,Daily,Stocks,No,Determine financial acumen,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.75
391,480,eer5o6wj,61254fba095b9df425e816ea,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:20.582125+00:00,1,,,161.0,480,,1.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Female,25.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,To investigate how retail investors trade on digital platforms.,No.,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,8.25
392,481,m0r739ao,63bd9e7cc0b7ddcb0b611a89,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:53.302422+00:00,1,,,196.0,481,,11.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,2.0,Female,63.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,I don't know,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,12.0
393,482,sam6lird,5e6bdd2a3ea572199bb7f6b6,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:03.296852+00:00,1,,,206.0,482,,11.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0,Female,62.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,"Not a clue, sorry.  I mostly buy MS, but buy some dividend bearing stocks which I rarely sell.","No, except that it took me a little bit of time to fully ""get"" B.  A little slow on the uptake, LOL!  B and the ""awards"" made me feel like I was being pushed a bit into making more trades.  Didn't like that.","{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.5
394,483,wu7604em,610c33fa86d4d9bbc1345e36,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:17.298782+00:00,1,,,186.0,483,,6.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,19.0,US,high-school graduate,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",Do not know,Analyzing how different UI's affect financial decision making,"The site was generally slow to load at times, but did not cause any major issues.","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,10.5
395,484,79tp5z77,63891bdb3ba6ac10865528f3,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:13:59.989309+00:00,1,,,212.0,484,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,63.0,US,master,Other Management,1.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,Measure how I approach risk?,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,13.0
396,485,afa9rhcj,640be287f0b00e45af92d6e3,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:16.153075+00:00,1,,,119.0,485,,4.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,3.0,5.0,4.0,Male,66.0,NG,master,Finance,1.0,0.0,1.0,1.0,Weekly,Weekly,Stocks,No,The purpose of the study is financial decision.,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 115}",1,1,vvlpwazd,,,,,0,6.75
397,486,nhnej7c9,6384d848165f7e57de28607c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:40.775765+00:00,1,,,146.0,486,,11.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,,Male,59.0,US,undergraduate: 4th year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,To study how we perceive market movement.,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 135}",1,1,vvlpwazd,,,,,0,9.5
398,487,13la8jfr,641357bf4ac1d4ead1fcb764,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:45.095018+00:00,1,,,200.0,487,,5.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Male,39.0,US,undergraduate: 2nd year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,To access financial literacy,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,11.0
399,488,h0f15vqj,6394e32126ebbdc7b10c6748,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:14:39.792838+00:00,1,,,187.0,488,,12.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,1.0,1.0,Male,60.0,US,undergraduate: 4th year,Finance,0.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,Not sure!,No difficulties.  Thank you for the opportunity - fun!,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,11.75
400,489,5fnzedyg,62eed9e3e4c704bcef237b74,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:15:10.425395+00:00,1,,,204.0,489,,9.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,64.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Daily,Stocks,No,Risk assesment,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.0
401,490,b6hi0868,610a8b75ec5600f95b8b1c12,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:15:26.969449+00:00,1,,,181.0,490,,6.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,23.0,US,high-school graduate,Other,0.0,1.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,I think the purpose of this study is to show how much stocks fluctuate,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,10.25
402,491,af6q22y8,5e8804c63ac81448c5ab0fa5,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:15:10.625729+00:00,1,,,141.0,491,,11.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0,Male,74.0,US,master,Other Management,0.0,0.0,1.0,0.0,Less than once a month,Daily,Bonds,No,To see how successful we would be in trading stocks,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 130}",1,1,vvlpwazd,,,,,0,9.25
403,492,bnshdbk9,5cf3f7364bcc6400019d71fa,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:15:35.176892+00:00,1,,,180.0,492,,5.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Female,66.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,Do not know,hunches,na,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,10.0
404,493,ml6ammx8,63c93f3a44e47b49c6f0223c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:15:52.676098+00:00,1,,,191.0,493,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Male,62.0,US,undergraduate: 4th year,Economics,1.0,0.0,1.0,1.0,Weekly,Weekly,Stocks,No,Online trading on stock markets,none,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,11.75
405,494,uzqo81lf,63f030e4617ebd1995cef566,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:07.262072+00:00,1,,,196.0,494,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,66.0,US,undergraduate: 4th year,Finance,1.0,0.0,1.0,1.0,Weekly,Daily,Stocks,Yes,Online trading on stock markets,none,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,12.0
406,495,kx0jkbxa,63174b4e900ff6c7b0444f29,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:15.289474+00:00,1,,,243.0,495,,8.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Female,48.0,US,undergraduate: 2nd year,Other Management,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,Psychology of trading,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 235}",1,1,vvlpwazd,,,,,0,13.75
407,496,v7j0zsrl,5f6cdde7a8d71310b06e402a,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:15.033524+00:00,1,,,166.0,496,,11.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,25.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,1.0,Monthly,Weekly,Cryptocurrencies,No,not sure,no,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,10.5
408,497,jv7zcm1n,59e62b6277860e0001512e14,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:17.414639+00:00,1,,,141.0,497,,6.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,4.0,5.0,Male,69.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,Yes,to assess my knowledge on trading,No problem,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 135}",1,1,vvlpwazd,,,,,0,8.25
409,498,afel6hgk,60de6eaecf5d59c0e0670050,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:27.439052+00:00,1,,,193.0,498,,8.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,38.0,US,PhD,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Stocks,No,Financial literacy,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,11.25
410,499,zu9xsn1z,60c433a4f78e97b5ef1ce71b,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:16:33.353782+00:00,1,,,184.0,499,,9.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,2.0,4.0,Female,47.0,US,undergraduate: 4th year,Other Management,1.0,0.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,No,See how well we judge market changes when making decisions to buy or sell,"no difficulties, I didn't like the badge portion though, felt too pressured to unlock badges vs making smart decisions to buy or sell","{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,11.0
411,503,d618p5x8,5d41e832b0ca7200169d857e,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:18:29.693929+00:00,1,,,256.0,503,,11.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,2.0,1.0,Male,85.0,US,master,Other,1.0,0.0,1.0,0.0,Monthly,Weekly,Stocks,No,I don't know,No I did not,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0,15.0
412,504,672wu1n8,595bee9282be5500017ad683,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:18:32.661363+00:00,1,,,204.0,504,,9.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,65.0,US,PhD,Other,0.0,1.0,0.0,0.0,Less than once a month,Weekly,Stocks,No,Comparison of knowledge to behavior in financial markets.,"No, there were no difficulties.","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.0
413,505,u1p7mo4t,63bed6e176fba857a47fbaff,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:18:38.566552+00:00,1,,,148.0,505,,8.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,61.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Weekly,Daily,Stocks,No,How retail investors trade on digital platforms,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vvlpwazd,,,,,0,9.0
414,506,yojpfwc2,5b21c4ab31d0080001b9f55e,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:18:55.959192+00:00,1,,,155.0,506,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0,Female,26.0,US,high-school graduate,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,Trading opinions,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 145}",1,1,vvlpwazd,,,,,0,9.75
415,507,rgol6o20,63f7e1bb3866d96e37ecfd1c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:19:26.615484+00:00,1,,,80.0,507,,5.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,,Female,19.0,US,undergraduate: 2nd year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,"To see how smart someone is with stock trading, selling, and buying.",No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 75}",1,1,vvlpwazd,,,,,0,5.0
416,508,eed92a9d,5bcbd66377740000016a64b0,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:19:35.644821+00:00,1,,,192.0,508,,12.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,68.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,1.0,Less than once a month,Weekly,Bonds,No,I do not know.,No,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,12.0
417,509,eymgpqmp,5e70bf61017e070009a8a738,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:19:30.129507+00:00,1,,,187.0,509,,7.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,5.0,2.0,3.0,Female,24.0,US,high-school graduate,Other,1.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,how people perceive the stock market,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,10.75
418,510,kw3yvbc0,63ceb402a31914be6497e671,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:19:38.667742+00:00,1,,,125.0,510,,5.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,5.0,,,Male,68.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,1.0,Weekly,Daily,Stocks,Yes,Just to know how investors trade on digital platforms.,"No, The study run smoothly","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0,7.25
419,512,eahst9t2,61082b4346fa6b2ad1f6a8d8,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:01.321760+00:00,1,,,167.0,512,,7.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Other,35.0,US,master,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,To assess risk relative to interface.,,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,9.75
420,513,qwykjr3a,63d5daa80d80a745de740c13,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:06.422685+00:00,1,,,206.0,513,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,59.0,US,high-school graduate,Other,0.0,1.0,1.0,0.0,Less than once a month,Less than once a month,Bonds,No,To see if app is attractive and helpful to trader.,None.,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.5
421,514,5z5at3ck,62ed458d61ebd1930833e95a,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:04.021010+00:00,1,,,234.0,514,,9.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,Only trade on Design #1,5.0,,,Male,59.0,US,PhD,Other,0.0,0.0,0.0,0.0,Less than once a month,Daily,Stocks,No,i have no idea,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 225}",1,1,vvlpwazd,,,,,0,13.5
422,515,vi8uw2lb,6389301d2575b8e4c1e7cc5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:04.746398+00:00,1,,,114.0,515,,4.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,5.0,5.0,Female,60.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Trading of Stocks,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 110}",1,1,vvlpwazd,,,,,0,6.5
423,517,boofzp0u,54f8b0cdfdf99b5396a7d0a2,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:38.724315+00:00,1,,,156.0,517,,11.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0,Female,63.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Monthly,Daily,Stocks,No,How  risk averse we are?,no issues,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 145}",1,1,vvlpwazd,,,,,0,10.0
424,518,avktyqa1,5ba4057af0741400010637b9,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:20:31.774702+00:00,1,,,190.0,518,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0,Female,60.0,US,undergraduate: 2nd year,Other Management,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,predictability of stock market,I just couldnt see a timer to let me know how much longer I had to do trades,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,11.5
425,520,81158lru,60bc8860d04f4ac80d319a5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:21:43.058758+00:00,1,,,192.0,520,,12.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Male,73.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,Timing of trades based on trends,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,12.0
426,521,3o76985j,614e7ad7ff5a0d785d5e550a,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:22:39.805672+00:00,1,,,257.0,521,,12.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0,Male,66.0,US,MBA,Other Management,1.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,Test people's trading skills,No difficulties,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0,15.25
427,522,025619n8,63fedbfe6ef7fb3dd2718f5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 19:23:01.338899+00:00,1,,,227.0,522,,12.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,61.0,US,undergraduate: 4th year,Finance,0.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,To see if people panic sell,no issues,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,13.75
