participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1751,f0yrf1w9,,0,0,23,,,,0,,,0.00,1751,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1752,5d3d6i74,,0,0,23,,,,0,,,0.00,1752,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1753,pfg9n5aw,,0,0,23,,,,0,,,0.00,1753,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1754,6txn8fat,,0,0,23,,,,0,,,0.00,1754,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1755,41psyn0j,,0,0,23,,,,0,,,0.00,1755,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1756,1wdpqmop,,0,0,23,,,,0,,,0.00,1756,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1757,jmxl0pef,,0,0,23,,,,0,,,0.00,1757,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1758,8mypf7su,,0,0,23,,,,0,,,0.00,1758,,0.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1759,fl1q4y8l,,0,0,23,,,,0,,,0.00,1759,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1760,gsc7j2qj,,0,0,23,,,,0,,,0.00,1760,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1761,iiu7nd73,,0,0,23,,,,0,,,0.00,1761,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1762,ekxiojdp,,0,0,23,,,,0,,,0.00,1762,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1763,l7tdv1k2,,0,0,23,,,,0,,,0.00,1763,,0.00,block 2 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1764,v0bux5dp,,0,0,23,,,,0,,,0.00,1764,,0.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1765,4xoqb4ph,,0,0,23,,,,0,,,0.00,1765,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1766,13jembi0,,0,0,23,,,,0,,,0.00,1766,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1767,a8zk5uie,,0,0,23,,,,0,,,0.00,1767,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1768,3f0p6r6a,,0,0,23,,,,0,,,0.00,1768,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1769,ftp72jyl,,0,0,23,,,,0,,,0.00,1769,,0.00,block 3 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1770,yznujs5a,,0,0,23,,,,0,,,0.00,1770,,0.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1771,qoxucsf7,,0,0,23,,,,0,,,0.00,1771,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1772,wr3ijikj,,0,0,23,,,,0,,,0.00,1772,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1773,15y6vawc,,0,0,23,,,,0,,,0.00,1773,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1774,v18gyp4h,,0,0,23,,,,0,,,0.00,1774,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1775,5hr3vh2v,,0,0,23,,,,0,,,0.00,1775,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1776,ptk0cj82,,0,0,23,,,,0,,,0.00,1776,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1777,qqt0g5hf,,0,0,23,,,,0,,,0.00,1777,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1778,siifyna9,,0,0,23,,,,0,,,0.00,1778,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1779,7k0gu0zn,,0,0,23,,,,0,,,0.00,1779,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1780,d25wj7fx,,0,0,23,,,,0,,,0.00,1780,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1781,5qosr2kt,,0,0,23,,,,0,,,0.00,1781,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1782,jw4fyqd7,,0,0,23,,,,0,,,0.00,1782,,0.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1783,e5s4tmiu,,0,0,23,,,,0,,,0.00,1783,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1784,o9uw406e,,0,0,23,,,,0,,,0.00,1784,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1785,9ytl5jol,,0,0,23,,,,0,,,0.00,1785,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1786,of2ml3ih,,0,0,23,,,,0,,,0.00,1786,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1787,fd9kkcgf,,0,0,23,,,,0,,,0.00,1787,,0.00,block 2 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1788,1bhmwsns,,0,0,23,,,,0,,,0.00,1788,,0.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1789,wntdk30v,,0,0,23,,,,0,,,0.00,1789,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1790,rlemeb8h,,0,0,23,,,,0,,,0.00,1790,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1791,dx0tx29b,,0,0,23,,,,0,,,0.00,1791,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1792,2zzdwh2j,,0,0,23,,,,0,,,0.00,1792,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1793,c09ytdbp,,0,0,23,,,,0,,,0.00,1793,,0.00,block 3 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1794,s2ev8ig6,,0,0,23,,,,0,,,0.00,1794,,0.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1795,qqaid5cq,,0,0,23,,,,0,,,0.00,1795,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1796,2rav32jr,,0,0,23,,,,0,,,0.00,1796,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1797,93dyg0r4,,0,0,23,,,,0,,,0.00,1797,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1798,avwr1p1s,,0,0,23,,,,0,,,0.00,1798,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1799,wq5z572k,,0,0,23,,,,0,,,0.00,1799,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1800,8zyk8gpe,,0,0,23,,,,0,,,0.00,1800,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1801,mju1pypv,,0,0,23,,,,0,,,0.00,1801,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1802,mqr1i0x1,,0,0,23,,,,0,,,0.00,1802,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1803,nzzybn6f,,0,0,23,,,,0,,,0.00,1803,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1804,4m99per1,,0,0,23,,,,0,,,0.00,1804,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1805,zgm6jkmx,,0,0,23,,,,0,,,0.00,1805,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1806,scpcx1vs,,0,0,23,,,,0,,,0.00,1806,,0.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1807,xqrjct00,,0,0,23,,,,0,,,0.00,1807,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1808,s48ay7mj,,0,0,23,,,,0,,,0.00,1808,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1809,9otrsu6r,,0,0,23,,,,0,,,0.00,1809,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1810,l4h7406t,,0,0,23,,,,0,,,0.00,1810,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1811,5kyq3a8r,,0,0,23,,,,0,,,0.00,1811,,0.00,block 2 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1812,wg2wv1to,,0,0,23,,,,0,,,0.00,1812,,0.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1813,3r58lw9e,,0,0,23,,,,0,,,0.00,1813,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1814,gank9435,,0,0,23,,,,0,,,0.00,1814,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1815,9zgtl314,,0,0,23,,,,0,,,0.00,1815,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1816,bldobucd,,0,0,23,,,,0,,,0.00,1816,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1817,36zngz46,,0,0,23,,,,0,,,0.00,1817,,0.00,block 3 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1818,e3p0xqbt,,0,0,23,,,,0,,,0.00,1818,,0.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1819,0fs2rxs8,,0,0,23,,,,0,,,0.00,1819,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1820,67sibvnf,,0,0,23,,,,0,,,0.00,1820,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1821,dn4muhjp,,0,0,23,,,,0,,,0.00,1821,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1822,vzvqhq6j,,0,0,23,,,,0,,,0.00,1822,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1823,4bsepl0a,,0,0,23,,,,0,,,0.00,1823,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1824,qzeochmz,,0,0,23,,,,0,,,0.00,1824,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1825,zn4p53id,,0,0,23,,,,0,,,0.00,1825,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1826,2qfm6bru,,0,0,23,,,,0,,,0.00,1826,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1827,gfnrenu0,,0,0,23,,,,0,,,0.00,1827,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1828,7rbcgeq3,,0,0,23,,,,0,,,0.00,1828,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1829,5wwy02qe,,0,0,23,,,,0,,,0.00,1829,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1830,1inmjm6m,,0,0,23,,,,0,,,0.00,1830,,0.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1831,ajqyr4g9,,0,0,23,,,,0,,,0.00,1831,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1832,7g9ngeb5,,0,0,23,,,,0,,,0.00,1832,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1833,fi0y69kd,,0,0,23,,,,0,,,0.00,1833,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1834,gj1k9ccl,,0,0,23,,,,0,,,0.00,1834,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1835,fqchumvs,,0,0,23,,,,0,,,0.00,1835,,0.00,block 2 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1836,ej9263di,,0,0,23,,,,0,,,0.00,1836,,0.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1837,nl7t372u,,0,0,23,,,,0,,,0.00,1837,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1838,xukv3fd5,,0,0,23,,,,0,,,0.00,1838,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1839,2wu4ae1p,,0,0,23,,,,0,,,0.00,1839,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1840,sjd8v9fa,,0,0,23,,,,0,,,0.00,1840,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1841,ep9s0f3d,,0,0,23,,,,0,,,0.00,1841,,0.00,block 3 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1842,e3ukrtj4,,0,0,23,,,,0,,,0.00,1842,,0.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1843,0v5umqyu,,0,0,23,,,,0,,,0.00,1843,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1844,728x0gid,,0,0,23,,,,0,,,0.00,1844,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1845,yqjh9bf9,,0,0,23,,,,0,,,0.00,1845,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1846,egornyio,,0,0,23,,,,0,,,0.00,1846,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1847,6m5gtvqx,,0,0,23,,,,0,,,0.00,1847,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1848,pwtfruvx,,0,0,23,,,,0,,,0.00,1848,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1849,0szsuuq2,,0,0,23,,,,0,,,0.00,1849,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1850,0u3kxq9v,,0,0,23,,,,0,,,0.00,1850,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1851,4ewb3gc4,,0,0,23,,,,0,,,0.00,1851,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1852,7h8y1ktx,,0,0,23,,,,0,,,0.00,1852,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1853,6t3qqb2x,,0,0,23,,,,0,,,0.00,1853,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1854,92pvk2ae,,0,0,23,,,,0,,,0.00,1854,,0.00,block 1 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1855,qogi2k0o,,0,0,23,,,,0,,,0.00,1855,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1856,johyi79v,,0,0,23,,,,0,,,0.00,1856,,0.00,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1857,2pd159q3,,0,0,23,,,,0,,,0.00,1857,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1858,yftwb5oe,,0,0,23,,,,0,,,0.00,1858,,0.00,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1859,268h4bnr,,0,0,23,,,,0,,,0.00,1859,,0.00,block 2 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1860,a993pesu,,0,0,23,,,,0,,,0.00,1860,,0.00,block 2 (G first),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1861,plor7t59,,0,0,23,,,,0,,,0.00,1861,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1862,yrufxogr,,0,0,23,,,,0,,,0.00,1862,,0.00,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1863,qq792nfm,,0,0,23,,,,0,,,0.00,1863,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1864,5jiikmje,,0,0,23,,,,0,,,0.00,1864,,0.00,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1865,620m1vjq,,0,0,23,,,,0,,,0.00,1865,,0.00,block 3 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1866,b6qt0kh5,,0,0,23,,,,0,,,0.00,1866,,0.00,block 3 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1867,org2ukfy,,0,0,23,,,,0,,,0.00,1867,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1868,a8wi2er6,,0,0,23,,,,0,,,0.00,1868,,0.00,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1869,uqjht4zz,,0,0,23,,,,0,,,0.00,1869,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1870,k6q4txga,,0,0,23,,,,0,,,0.00,1870,,0.00,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1871,u1v334kd,,0,0,23,,,,0,,,0.00,1871,,0.00,block 4 (G second),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1872,1u9307wi,,0,0,23,,,,0,,,0.00,1872,,0.00,block 4 (G second),Session IV - price only+martingale,s4,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1873,bsiomhqx,,0,0,23,,,,0,,,0.00,1873,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1874,e1uofjvi,,0,0,23,,,,0,,,0.00,1874,,0.00,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1875,6y1dj3zn,,0,0,23,,,,0,,,0.00,1875,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1876,eirpz6xh,,0,0,23,,,,0,,,0.00,1876,,0.00,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
1877,opxsbm7j,,0,0,23,,,,0,,,0.00,1877,,0.00,block 1 (G first),Session III - full gamification,s3,1,1,,,,,,,,,CA,,,,,,,,,,,,,,1,1,vvlpwazd,,,,,0
