participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.treatment,player.martingale,player.consent,player.knowledge,player.cq1,player.cq2,player.cq4,player.cq5,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
796,yivwmp6p,,0,0,23,,,,0,,,0.00,796,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
797,ijofoc3y,,0,0,23,,,,0,,,0.00,797,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
798,iqdlm12z,,0,0,23,,,,0,,,0.00,798,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
799,sacnzv94,,0,0,23,,,,0,,,0.00,799,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
800,zyy0rh66,,0,0,23,,,,0,,,0.00,800,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
801,5ia2l88n,,0,0,23,,,,0,,,0.00,801,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
802,top1sv6d,,0,0,23,,,,0,,,0.00,802,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
803,vzdab6q1,,0,0,23,,,,0,,,0.00,803,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
804,heysnky2,,0,0,23,,,,0,,,0.00,804,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
805,xetekbq7,,0,0,23,,,,0,,,0.00,805,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
806,o98sm1qx,,0,0,23,,,,0,,,0.00,806,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
807,ajaiag5z,,0,0,23,,,,0,,,0.00,807,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
808,vlcq1l0m,,0,0,23,,,,0,,,0.00,808,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
809,yufw82et,,0,0,23,,,,0,,,0.00,809,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
810,kxmhlec4,,0,0,23,,,,0,,,0.00,810,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
811,d4mzms9g,,0,0,23,,,,0,,,0.00,811,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
812,051xuy5p,,0,0,23,,,,0,,,0.00,812,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
813,pu4t54qz,,0,0,23,,,,0,,,0.00,813,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
814,oksy15rp,,0,0,23,,,,0,,,0.00,814,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
815,nsghq0ku,,0,0,23,,,,0,,,0.00,815,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
816,fuc1qsza,,0,0,23,,,,0,,,0.00,816,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
817,p2bt6btq,,0,0,23,,,,0,,,0.00,817,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
818,dolvqkkp,,0,0,23,,,,0,,,0.00,818,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
819,d5qivmcy,,0,0,23,,,,0,,,0.00,819,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
820,8m385nh6,,0,0,23,,,,0,,,0.00,820,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
821,quqw36qc,,0,0,23,,,,0,,,0.00,821,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
822,ei0o8dzu,,0,0,23,,,,0,,,0.00,822,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
823,8os91120,,0,0,23,,,,0,,,0.00,823,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
824,1d1jrcwg,,0,0,23,,,,0,,,0.00,824,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
825,mjkb1fqt,,0,0,23,,,,0,,,0.00,825,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
826,4entivq0,,0,0,23,,,,0,,,0.00,826,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
827,n4b73w3n,,0,0,23,,,,0,,,0.00,827,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
828,izckry0k,,0,0,23,,,,0,,,0.00,828,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
829,iyn9wami,,0,0,23,,,,0,,,0.00,829,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
830,4gv0zh9h,,0,0,23,,,,0,,,0.00,830,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
831,m23n95e3,,0,0,23,,,,0,,,0.00,831,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
832,v9nfc6cs,,0,0,23,,,,0,,,0.00,832,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
833,v61625xy,,0,0,23,,,,0,,,0.00,833,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
834,x62nwfet,,0,0,23,,,,0,,,0.00,834,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
835,abk6xgcj,,0,0,23,,,,0,,,0.00,835,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
836,8qt67y41,,0,0,23,,,,0,,,0.00,836,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
837,j8pn6cgy,,0,0,23,,,,0,,,0.00,837,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
838,ni0lxqqf,,0,0,23,,,,0,,,0.00,838,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
839,w7ex84d4,,0,0,23,,,,0,,,0.00,839,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
840,0bib8q5h,,0,0,23,,,,0,,,0.00,840,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
841,j5ocm3ni,,0,0,23,,,,0,,,0.00,841,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
842,5f2qw05k,,0,0,23,,,,0,,,0.00,842,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
843,tb4paxp2,,0,0,23,,,,0,,,0.00,843,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
844,ta2h5vi7,,0,0,23,,,,0,,,0.00,844,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
845,ld9q51ze,,0,0,23,,,,0,,,0.00,845,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
846,g8wzt1ve,,0,0,23,,,,0,,,0.00,846,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
847,ue3hyrnu,,0,0,23,,,,0,,,0.00,847,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
848,h020v3hl,,0,0,23,,,,0,,,0.00,848,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
849,j13rss0s,,0,0,23,,,,0,,,0.00,849,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
850,xuetza4c,,0,0,23,,,,0,,,0.00,850,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
851,5qqc4hyc,,0,0,23,,,,0,,,0.00,851,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
852,g13684k6,,0,0,23,,,,0,,,0.00,852,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
853,uqngta68,,0,0,23,,,,0,,,0.00,853,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
854,mw779skz,,0,0,23,,,,0,,,0.00,854,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
855,upry1f42,,0,0,23,,,,0,,,0.00,855,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
856,evnkgv6c,,0,0,23,,,,0,,,0.00,856,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
857,jftn2ux1,,0,0,23,,,,0,,,0.00,857,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
858,sgx0awbn,,0,0,23,,,,0,,,0.00,858,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
859,8u2enww1,,0,0,23,,,,0,,,0.00,859,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
860,xmguasem,,0,0,23,,,,0,,,0.00,860,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
861,jvlvf13e,,0,0,23,,,,0,,,0.00,861,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
862,m6n30rvg,,0,0,23,,,,0,,,0.00,862,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
863,3um2f0n0,,0,0,23,,,,0,,,0.00,863,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
864,0rhhke0u,,0,0,23,,,,0,,,0.00,864,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
865,43c98pw6,,0,0,23,,,,0,,,0.00,865,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
866,jbohbp43,,0,0,23,,,,0,,,0.00,866,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
867,jm921li2,,0,0,23,,,,0,,,0.00,867,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
868,cgohu3qs,,0,0,23,,,,0,,,0.00,868,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
869,h596uya7,,0,0,23,,,,0,,,0.00,869,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
870,9nsh9r3r,,0,0,23,,,,0,,,0.00,870,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
871,5bh6ouyu,,0,0,23,,,,0,,,0.00,871,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
872,sa9o3rdq,,0,0,23,,,,0,,,0.00,872,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
873,mrkb32q8,,0,0,23,,,,0,,,0.00,873,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
874,uk2g0bvi,,0,0,23,,,,0,,,0.00,874,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
875,asv32j4q,,0,0,23,,,,0,,,0.00,875,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
876,y6tshh9x,,0,0,23,,,,0,,,0.00,876,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
877,utit68zc,,0,0,23,,,,0,,,0.00,877,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
878,qvvpunc6,,0,0,23,,,,0,,,0.00,878,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
879,1947zgr1,,0,0,23,,,,0,,,0.00,879,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
880,bozhgvxi,,0,0,23,,,,0,,,0.00,880,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
881,l3p7qo9w,,0,0,23,,,,0,,,0.00,881,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
882,kxd54g2x,,0,0,23,,,,0,,,0.00,882,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
883,l291883d,,0,0,23,,,,0,,,0.00,883,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
884,mxzxgho0,,0,0,23,,,,0,,,0.00,884,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
885,vcradxaz,,0,0,23,,,,0,,,0.00,885,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
886,d158bwmm,,0,0,23,,,,0,,,0.00,886,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
887,lpzdhrh1,,0,0,23,,,,0,,,0.00,887,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
888,916h4is4,,0,0,23,,,,0,,,0.00,888,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
889,teiojrir,,0,0,23,,,,0,,,0.00,889,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
890,xczpnxm5,,0,0,23,,,,0,,,0.00,890,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
891,fp0wun5r,,0,0,23,,,,0,,,0.00,891,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
892,68d47fre,,0,0,23,,,,0,,,0.00,892,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
893,ir52mb4f,,0,0,23,,,,0,,,0.00,893,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
894,kuf9eque,,0,0,23,,,,0,,,0.00,894,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
895,1o83wb6f,,0,0,23,,,,0,,,0.00,895,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
896,cu3mh4be,,0,0,23,,,,0,,,0.00,896,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
897,791z7qga,,0,0,23,,,,0,,,0.00,897,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
898,e3utnb76,,0,0,23,,,,0,,,0.00,898,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
899,77hmm5cb,,0,0,23,,,,0,,,0.00,899,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
900,aulmfbkn,,0,0,23,,,,0,,,0.00,900,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
901,010fzdzg,,0,0,23,,,,0,,,0.00,901,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
902,8az4lv2n,,0,0,23,,,,0,,,0.00,902,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
903,e4qggmq2,,0,0,23,,,,0,,,0.00,903,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
904,egf5t4eb,,0,0,23,,,,0,,,0.00,904,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
905,th6zz3xb,,0,0,23,,,,0,,,0.00,905,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
906,epbh1dr6,,0,0,23,,,,0,,,0.00,906,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
907,8pvd4aru,,0,0,23,,,,0,,,0.00,907,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
908,6qhw9a1w,,0,0,23,,,,0,,,0.00,908,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
909,awoc44ws,,0,0,23,,,,0,,,0.00,909,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
910,sfecmyzs,,0,0,23,,,,0,,,0.00,910,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
911,lfph4piw,,0,0,23,,,,0,,,0.00,911,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
912,5unsj3fp,,0,0,23,,,,0,,,0.00,912,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
913,0ykgsosf,,0,0,23,,,,0,,,0.00,913,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
914,59vbjgtb,,0,0,23,,,,0,,,0.00,914,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
915,xzqr3fcz,,0,0,23,,,,0,,,0.00,915,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
916,5qar9lzy,,0,0,23,,,,0,,,0.00,916,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
917,aj0h3yn9,,0,0,23,,,,0,,,0.00,917,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
918,4qimn9gn,,0,0,23,,,,0,,,0.00,918,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
919,cvdjahzm,,0,0,23,,,,0,,,0.00,919,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
920,2v97f830,,0,0,23,,,,0,,,0.00,920,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
921,jimvl688,,0,0,23,,,,0,,,0.00,921,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
922,42li0mtl,,0,0,23,,,,0,,,0.00,922,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
923,xqbau0x7,,0,0,23,,,,0,,,0.00,923,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
924,08dk2chc,,0,0,23,,,,0,,,0.00,924,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
925,ug8w71mh,,0,0,23,,,,0,,,0.00,925,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
926,c31a24by,,0,0,23,,,,0,,,0.00,926,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
927,5xzj8x5n,,0,0,23,,,,0,,,0.00,927,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
928,33o8gbgo,,0,0,23,,,,0,,,0.00,928,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
929,g9tlibiy,,0,0,23,,,,0,,,0.00,929,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
930,x0ug9ck1,,0,0,23,,,,0,,,0.00,930,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
931,9icphmdr,,0,0,23,,,,0,,,0.00,931,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
932,bqtguv19,,0,0,23,,,,0,,,0.00,932,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
933,cdxgdqkf,,0,0,23,,,,0,,,0.00,933,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
934,7pghvjfc,,0,0,23,,,,0,,,0.00,934,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
935,frkvbk5c,,0,0,23,,,,0,,,0.00,935,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
936,lxymer3s,,0,0,23,,,,0,,,0.00,936,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
937,9etv7fxo,,0,0,23,,,,0,,,0.00,937,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
938,bmu4h15m,,0,0,23,,,,0,,,0.00,938,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
939,jkake568,,0,0,23,,,,0,,,0.00,939,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
940,ae1k7n3s,,0,0,23,,,,0,,,0.00,940,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
941,4dr9zztx,,0,0,23,,,,0,,,0.00,941,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
942,sfx5okz3,,0,0,23,,,,0,,,0.00,942,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
943,vplweu9g,,0,0,23,,,,0,,,0.00,943,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
944,4co4cxxn,,0,0,23,,,,0,,,0.00,944,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
945,w4so8rnq,,0,0,23,,,,0,,,0.00,945,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
946,mzxt93nq,,0,0,23,,,,0,,,0.00,946,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
947,r0x6eve2,,0,0,23,,,,0,,,0.00,947,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
948,ilunn7hf,,0,0,23,,,,0,,,0.00,948,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
949,ein5gutp,,0,0,23,,,,0,,,0.00,949,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
950,vjxeqzwb,,0,0,23,,,,0,,,0.00,950,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
951,s1nzvpa1,,0,0,23,,,,0,,,0.00,951,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
952,xl3yv8fc,,0,0,23,,,,0,,,0.00,952,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
953,vuxm7x67,,0,0,23,,,,0,,,0.00,953,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
954,hmw3pa86,,0,0,23,,,,0,,,0.00,954,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
955,03c7wtnv,,0,0,23,,,,0,,,0.00,955,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
956,d2abb281,,0,0,23,,,,0,,,0.00,956,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
957,168bl0w4,,0,0,23,,,,0,,,0.00,957,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
958,p429bx3m,,0,0,23,,,,0,,,0.00,958,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
959,rvyg5re7,,0,0,23,,,,0,,,0.00,959,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
960,q42hxch2,,0,0,23,,,,0,,,0.00,960,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
961,zp49b5g6,,0,0,23,,,,0,,,0.00,961,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
962,s4je2atp,,0,0,23,,,,0,,,0.00,962,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
963,l09r1bqz,,0,0,23,,,,0,,,0.00,963,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
964,aiwa5eck,,0,0,23,,,,0,,,0.00,964,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
965,46cr65ex,,0,0,23,,,,0,,,0.00,965,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
966,4hfluwow,,0,0,23,,,,0,,,0.00,966,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
967,0tjxv9do,,0,0,23,,,,0,,,0.00,967,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
968,6cyfj4i4,,0,0,23,,,,0,,,0.00,968,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
969,u5di6nls,,0,0,23,,,,0,,,0.00,969,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
970,89agfnpu,,0,0,23,,,,0,,,0.00,970,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
971,ftvvd392,,0,0,23,,,,0,,,0.00,971,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
972,evxwla51,,0,0,23,,,,0,,,0.00,972,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
973,mmkvptl1,,0,0,23,,,,0,,,0.00,973,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
974,cx3umsog,,0,0,23,,,,0,,,0.00,974,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
975,azricfjb,,0,0,23,,,,0,,,0.00,975,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
976,stir9bz6,,0,0,23,,,,0,,,0.00,976,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
977,fbjrd127,,0,0,23,,,,0,,,0.00,977,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
978,g9g42nfp,,0,0,23,,,,0,,,0.00,978,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
979,sz8746ym,,0,0,23,,,,0,,,0.00,979,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
980,n7cxx39l,,0,0,23,,,,0,,,0.00,980,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
981,25bx9ewr,,0,0,23,,,,0,,,0.00,981,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
982,l2d06eqn,,0,0,23,,,,0,,,0.00,982,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
983,zdomnjt5,,0,0,23,,,,0,,,0.00,983,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
984,b10lnodx,,0,0,23,,,,0,,,0.00,984,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
985,55qi1z0c,,0,0,23,,,,0,,,0.00,985,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
986,295dxvpd,,0,0,23,,,,0,,,0.00,986,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
987,cjiml8qj,,0,0,23,,,,0,,,0.00,987,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
988,s55k76z0,,0,0,23,,,,0,,,0.00,988,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
989,gtqblwi8,,0,0,23,,,,0,,,0.00,989,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
990,bs5htd1y,,0,0,23,,,,0,,,0.00,990,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
991,n9kt3g9k,,0,0,23,,,,0,,,0.00,991,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
992,q7w8429y,,0,0,23,,,,0,,,0.00,992,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
993,i5ko3un7,,0,0,23,,,,0,,,0.00,993,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
994,6f7g8xpy,,0,0,23,,,,0,,,0.00,994,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
995,lky6jaxy,,0,0,23,,,,0,,,0.00,995,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
996,4d0zz5ob,,0,0,23,,,,0,,,0.00,996,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
997,zh2aevtf,,0,0,23,,,,0,,,0.00,997,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
998,x82qnud8,,0,0,23,,,,0,,,0.00,998,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
999,nfhpk15b,,0,0,23,,,,0,,,0.00,999,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1000,5jyiwx5x,,0,0,23,,,,0,,,0.00,1000,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1001,je06ig2e,,0,0,23,,,,0,,,0.00,1001,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1002,n8dsrb2w,,0,0,23,,,,0,,,0.00,1002,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1003,uiqrfyvh,,0,0,23,,,,0,,,0.00,1003,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1004,eyzgqjiq,,0,0,23,,,,0,,,0.00,1004,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1005,wupetdeq,,0,0,23,,,,0,,,0.00,1005,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1006,s0ush9rx,,0,0,23,,,,0,,,0.00,1006,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1007,fi8ojau8,,0,0,23,,,,0,,,0.00,1007,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1008,t8s9poqe,,0,0,23,,,,0,,,0.00,1008,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1009,4hv6kefx,,0,0,23,,,,0,,,0.00,1009,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1010,tltut365,,0,0,23,,,,0,,,0.00,1010,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1011,ib2fld73,,0,0,23,,,,0,,,0.00,1011,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1012,ump57ohj,,0,0,23,,,,0,,,0.00,1012,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1013,k2jjsfct,,0,0,23,,,,0,,,0.00,1013,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1014,odisr9ia,,0,0,23,,,,0,,,0.00,1014,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1015,cm6q5kek,,0,0,23,,,,0,,,0.00,1015,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1016,cqn8im06,,0,0,23,,,,0,,,0.00,1016,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1017,s5j93s5k,,0,0,23,,,,0,,,0.00,1017,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1018,k7bjryfr,,0,0,23,,,,0,,,0.00,1018,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1019,z0kz2uap,,0,0,23,,,,0,,,0.00,1019,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1020,h3e7gsml,,0,0,23,,,,0,,,0.00,1020,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
1021,hykbithb,,0,0,23,,,,0,,,0.00,1021,,0.00,,,,,,,,,1,1,vvlpwazd,,,,,0
